Index,Example,IUPAC
360,360,"(lR,5R,6R)-3-(2-(( 1-((dimethylarnino)methyl)cyclopropyl)methoxy)-7-(8-ethyl-7-fluoro-3- hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-3-azabicyclo[3.2.1]octan-6-ol"
361,361,"(S)-4-(2-(( 1-((dimethylamino)methyl)cyclopropyl)methoxy)-7-(8-ethyl-7-fluoro-3- hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-6-methyl-1,4-oxazepan-6-ol"
362,362,"((3R,7aR)-7a-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-4-((R)-3-hydroxy-3- methylpiperidin-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3- yl)methyl dimethylcarbamate"
363,363,"(4aR,7aS)-6-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-f]uorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)hexahydro-1H- pyrrolo[3,4-d]pyridazine-1,4(4aH)-dione"
364,364,"7-(2-(( 1-((dimethylamino)methyl)cyclopropyl)methoxy)-7-(8-ethyl-7-fluoro-3- hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-2-thia-l ,3,7- triazaspiro[4.5]decane 2,2-dioxide"
365,365,"5-ethyl-6--fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- (2-thia-6-azaspiro[3.5]nonan-6-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol"
366,366,"(R)-1-(2-(3-(dimethylamino)-2,2-dimethylpropoxy)-7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1- yl)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol"
367,367,"3-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)pyrrolidine-2, 5-dione"
368,368,"3-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)pyrrolidin-2-one"
369,369,"5-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-.fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)imidazolidine-2,4- dione"
370,370,"4-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)imidazolidin-2-one"
371,371,"5-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)pyrrolidin-2-one"
372,372,"1-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl)imidazolidin-2-one"
373,373,"4-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4- yl)amino)methyl)azetidin-2-one"
374,374,"3-amino-4-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)butanoic acid"
375,375,"3-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl)pyrrolidin-2-one"
376,376,"4-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl)pyrrolidin-2-one"
377,377,"5-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl)pyrrolidin-2-one"
378,378,"1-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl)imidazolidine-2, 4-dione"
379,379,"3-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS))-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl)imidazolidine-2,4-dione"
380,380,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrol izin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)hexahydroimidazo[1,5-a]pyrazin-3(2H)- one"
381,381,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl) tetrahydroimidazo[1,5-a]pyrazinee- 1,3(2H,5H -dione"
382,382,"4-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yI)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl) imidazolidin-2-one"
383,383,"5-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H -pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl) imidazolidine-2, 4-dione"
384,384,"4-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4- yl)(methyl)amino)methyl)azetidin-2-one"
385,385,"5-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)-1-methyl-1H- pyrazole-3-carboxamide"
386,386,"(R)-4-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-methyl-1,4- oxazepan-6-ol"
387,387,"1-(2-(2-(dimethylamino)ethoxy)-7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8- fluoropyrido[4,3-d]pyrimidin-4-yl)piperidin-3-ol"
388,388,"(lR,5R,6R)-3-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3- azabicyclo[3.2.1]octan-6-ol"
389,389,"5-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)tetrahydropyrrolo[3,4-c]pyrrole- l,3(2H,3aH)-dione"
390,390,"6-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-azabicyclo[3.2.1]octan-3-ol"
391,391,"5-ethynyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a- yl)methoxy)-4-(6-(hydroxymethyl)-1,4-oxazepan-4-yl)pyrido[4,3-d]pyrimidin-7- yl)naphthalen-2-ol"
392,392,"6-(7-(8-cthynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2,6-diazaspiro[3.5]nonan-1-one"
393,393,"6-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-azaspiro[3.5]nonan-2-ol"
394,394,"4-(4-(2-amino-7,8-dihydro-4H-pyrazolo[1,5-a][1,4]diazepin-5(6H)-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethynyl-6- fluoronaphthalen-2-ol"
395,395,"7-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decan-2-onc"
396,396,"7-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-l ,3,7-triazaspiro[4.5]decane 2,2-dioxide"
397,397,"7-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)- 1,3,7- triazaspiro[4.5]decane-2, 4-dione"
398,398,"5-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-lH-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl-5,6,7,8-tetrahydro-4H- pyrazolo[1,5-a][1,4]diazepine-2-carboxamide"
399,399,"(R)-. 1-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin- 3-ol"
400,400,"4-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy )pyrido[4,3-d]pyrimidin-4-yl)-6-methyl- 1,4- oxazepan-6-ol"
401,401,"5-bromo-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a- yl)methoxy)-4-(6-(hydroxymethyl)-l ,4-oxazepan-4-yl)pyrido[4,3-d]pyrimidin-7- yl)naphthalen-2-ol"
402,402,"3-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-azabicyclo[3.2.1]octan-6-ol"
403,403,"6-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6- azabicyclo[3.2.1]octan-3-ol"
404,404,"5-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)tetrahydropyrrolo[3,4-c]pyrrole- 1,3(2H,3aH)-dione"
405,405,"6-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one"
406,406,"6-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H -pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2,6-diazaspiro[3.5]nonan-1-one"
407,407,"6-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-azaspiro[3.5]nonan-2-ol"
408,408,"4-(4-(2-amino-7,8-dihydro-4H-pyrazolo[1,5-a][1,4]diazepin-5(6H)-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-bromo-6- fluoronaphthalen-2-ol"
409,409,"7-(7-(8-bromo-7-fluoro-3-hydroxynaphthalcn-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohcxahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decan-2-one"
410,410,"7-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2.R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decane-2,4- dione"
411,411,"7-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-1,3,7-triazaspiro[4.5]decane"
412,412,"5-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl-5,6,7,8-tetrahydro-4H- pyrazolo [ 1 ,5 -a] [1,4] diazepine-2-carboxamide"
413,413,"(R)-7-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1, 3, 7- triazaspiro[4.5]decane-2, 4-dione"
414,414,"1-( 1-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3- yl)methanesulfonamide"
415,415,"(S)-7-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yI)-1,3,7- triazaspiro[4.5]decan-2-one"
416,416,"(S)-6-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6- diazaspiro[3.5]nonan-2-one"
417,417,"7-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-1,3,7- lriazaspiro[4.5]decane 2,2-dioxide"
418,418,"(R)-1-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin- 3-ol"
419,419,"4-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-methyl-1,4-oxazepan-6-ol"
420,420,"5-chloro-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- (6-(hydroxymethyl)-1,4-oxazepan-4-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol"
421,421,"3-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-azabicyclo[3.2.1]octan-6-ol"
422,422,"6-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-azabicyclo[3.2.1]octan-3-ol"
423,423,"5-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4- yl)tetrahydropyrrolo[3,4-c]pyrrole-1,3(2H,3aH)-dione"
424,424,"6-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2,6-diazaspiro[3.5]nonan-1-one"
425,425,"6-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro- 1H -pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6- azaspiro[3.5]nonan-2-ol"
426,426,"4-(4-(2-amino-7,8-dihydro-4H-pyrazolo[1,5-a][1,4]diazepin-5(6H)-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-chloro-6- fluoronaphthalen-2-ol"
427,427,"5-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl-5,6,7,8-tetrahydro-4H- pyrazolof 1 ,5-a] [1,4]diazepine-2-carboxamide"
428,428,"7-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-2-((l- ((dimethylamino)methyl)cyclopropyl)methoxy)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-2-thia- l,3,7-triazaspiro[4.5]decane 2,2-dioxide"
429,429,"1-(8-fluoro-7-(2-fluoro-5-hydroxyphenyl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol"
430,430,"1-(8-fluoro-2-((hexahydro-1H -pyrrolizin-7a-yl)methoxy)-7-(5-methyl-1H -indazol-4- yl)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol"
431,431,"1-(8-fluoro-7-(6-methyl-1H-indazol-4-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol"
432,432,"1-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(5-hydroxy-2- methylphenyl)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol"
433,433,"6-(8-fluoro-2-((hexahydro-1H -pyrrolizin-7a-yl)methoxy)-7-(8-(hydroxymethyl)naphthalen- 1 -yl)pyrido[4,3-d|pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one"
434,434,"2-(8-(8-fluoro-2-((hexahydro- 1H'-pyrrolizin-7a-yl)methoxy)-4-(2-oxo- 1 ,6- diazaspiro[3.5]nonan-6-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-1-yl)acetonitrile"
435,435,"(R)-1-(7-(6-amino-4-methyl-3-(trifluoromethyl)pyridin-2-yl)-8-fluoro-2-(((S)-1- methylpyrrolidin-2-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol"
436,436,"( 1-(8-fluoro-7-(naphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3- d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide"
437,437,"1-( 1-(7-(8-ethynylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide"
438,438,"1-( 1-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-methylnaphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide"
439,439,"1-( 1-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(hydroxymethyl)naphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide"
440,440,"1-(7-(8-cyclopropylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyridn[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol"
