Index,Example,IUPAC
441,441,"trans-6-(7-(7,8-difluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6- azaspiro[3.5]nonan-2-ol"
442,442,"cis-6-(7-(7,8-difluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrirnidin-4-yl)-6-azaspiro[3.5]nonan-2-ol"
443,443,"3-(((8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(hydroxymethyl)naphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)thietane1,1-dioxide"
444,444,"7-(7-(7,8-difluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1, 3, 7-triazaspiro[4.5]decane-2, 4-dione"
445,445,"7-(7-(7,8-difluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decan-2-one"
446,446,"7-(7-(7,8-difluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2 -fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2,7-diazaspiro[4.5]decan-3-one"
447,447,"7-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(hydroxymethyl)naphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decanc-2,4-dionc"
448,448,"7-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-methylnaphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1, 3, 7-triazaspiro[4.5]decane-2, 4-dione"
449,449,"8-(4-(2,4-dioxo-1,3,7-triazaspiro[4.5]decan-7-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-1-naphthonitrile"
450,450,"6-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-methylnaphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one"
451,451,"8-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-4-(2-oxo-1,6-diazaspiro[3.5]nonan-6- yl)pyrido[4,3-d]pyrimidin-7-yl)-1-naphthonitrile"
452,452,"6-(7-(7,8-difluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS))-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one"
453,453,"7-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(hydroxymethyl)naphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decan-2-one"
454,454,"7-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-methylnaphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decan-2-one"
455,455,"4-(3-(1H-1,2,4-triazol-3-yl)piperidin-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)-7-(8-methylnaphthalen-1-yl)pyrido[4,3-d]pyrimidine"
456,456,"8-(4-(3-(1H-1,2,4-triazol-3-yl)piperidin-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-1-naphthonitrile"
457,457,"5,6-difluoro-4-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-4-(6-(hydroxymethyl)-1 ,4-oxazepan-4-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol"
458,458,"(3aR,6aS)-5-(7-(8-ethynylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)tetrahydropyrrolo[3,4-c]pyrrole-l ,3(2H,3aH)-dione"
459,459,"1-(7-(6-amino-4-methyl-3-(trifluoromethyl)pyridin-2-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin- 3-ol"
460,460,"1-( 1-(8-fluoro-7-(8-(fluoromethyl)naphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide"
461,461,"l -( 1-(8-fluoro-7-(7-fluoro-3-hydroxy-8-methylnaphthalen-1-yl)-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3- yl)methanesulfonamide"
462,462,"7-(8-fluoro-7-(8-(fluoromethyl)naphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1, 3, 7-triazaspiro[4.5]decane-2, 4-dione"
463,463,"1-(1-(7-(8-(difluoromethyl)naphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide"
464,464,"7-(7-(8-(difluoromethyl)naphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1, 3, 7-triazaspiro[4.5]decane-2, 4-dione"
465,465,"1-( 1-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8- (trifluoromethyl)naphthalen-1-yl)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3- yl)methanesulfonamide"
466,466,"6-(7-(8-(difluoromethyl)naphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one"
467,467,"6-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(trifluoromethyl)naphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one"
468,468,"6-(8-fluoro-7-(8-(fluoromethyl)naphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one"
469,469,"6-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(methylthio)naphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one"
470,470,"6-(8-fluoro-7-(8-(2-fluoroethyl)naphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one"
471,471,"1-(7-(5,6-dimethyl-1H-indazol-4-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol"
472,472,"(3R)-1-(7-(8-ethyl-2-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin- 3-ol"
473,473,"(3R)-1-(7-(5-ethyl-1H-benzo[f]indazol-4-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol"
474,474,"7-(8-chloronaphthalen-1-yl)-N-(3-(difluoromethoxy)propyl)-8-fluoro-2-((tetrahydro-1H- pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-amine"
475,475,"3-((7-(8-chloronaphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)-2-hydroxypropanamide"
476,476,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)-4-(2-thia-7-azaspiro[4.5]decan-7-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2- ol"
477,477,"(5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-py rro lizin- 7a(5H)-y l)methoxy)pyrido [4,3 -d]pyrimidin-4-y l)-5 ,6,7, 8-tetrahy dro-4H- pyrazolof1,5-a][1,4]diazepin-2-yl)(4-methylpiperazin-1-yl)methanone"
478,478,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-oxa-1,7-diazaspiro[4.5]decan-2-one"
479,479,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N-isopropyl-5, 6,7,8- tetrahydropyrazolo[4,3-c]azepine-2(4H)-carboxamide"
480,480,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H -pyrrolizin-7a-yl)methoxy)-4- (2,6-dioxa-9-azaspiro[3.6]decan-9-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol"
481,481,"6-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-6-azaspiro[3.5]nonane 2,2- dioxide"
482,482,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3a-methyltetrahydropyrrolo[3,4- c]pyrrole-1,3(2H,3aH)-dione"
483,483,"5-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)-N,N,l-trimethyl- 1H-py razol e-3 -carboxam ide"
484,484,"6-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-6-azaspiro[3.5]nonane 2-oxide"
485,485,"3-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)azetidin-2-one"
486,486,"(lR,5R,6S,7R)-3-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-7-(hydroxymethyl)- 3-azabicyclo[3.2.1]octan-6-ol"
487,487,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)hexahydro-1H-pyrrolo[3,4-c]pyridine- l,3(2H)-dione"
488,488,"(3R,3aR,6aS)-5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3- (hydroxymethyl)hexahydropyrrolo[3,4-c]pyrrol-l(2H)-one"
489,489,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3,3-dimethylhexahydroimidazo[1,5- a]pyrazin- 1 (5H)-one"
490,490,"(3R,6R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)azepane-3,6-diol"
491,491,"(3R,6S)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)azepane-3,6-diol"
492,492,"(3S,4S)-4-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrroIizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4- yl)amino)methyl)tetrahydrofuran-3-ol"
493,493,"(3R,4R)-4-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4- yl)amino)methyl)tetrahydrofuran-3-ol"
494,494,"3-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)-1,2,5-thiadiazolidine"
495,495,"3-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluord-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)(methyl)amino)methyl)- 1,2,5- thiadiazolidine 1 ,1 -dioxide"
496,496,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-4-(6-(hydroxymethyl)-6-methyl-1,4-oxazepan-4-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol"
497,497,"(2R,6R)-4-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4, 3-d]pyrimidin-4-yl)-2-(hydroxymethyl)- 6-methy 1- 1 ,4-oxazepan-6-ol"
498,498,"4-(4-((S)-1,l-difluoro-5-oxa-8-azaspiro[2.6]nonan-8-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)inethoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6- fluoronaphthalen-2-ol"
499,499,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)-4-(6-methoxy-1,4-oxazepan-4-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol"
500,500,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- (3,8-dioxa-l 1 -azaspiro[5.6]dodecan-11-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol"
501,501,"4-(4-(2,2-dimethyl-1,4-oxazepan-4-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin- 7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol"
502,502,"4-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1-oxa-9-thia-4- azaspiro[5.5]undecane 9,9-dioxide"
503,503,"4-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-9-imino-1-oxa-9-thia-4- azaspiro[5.5]undecane 9-oxide"
504,504,"3-chloro-5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl- 5,6,7,8-tetrahydro-4H-pyrazolo[1,5-a][1,4]diazepine-2-carboxamide"
505,505,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-fluoro-N,N-dimethyl-5,6,7,8- tetrahydro-4H-pyrazolo[ 1 ,5-a][1,4]diazepine-2-carboxamide"
506,506,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H- pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N-(2-hydroxyethyl)-5,6,7,8- tetrahydro-4H-pyrazolo[1,5-a][1,4]diazepine-2-carboxamide"
507,507,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-7-azaspiro[4.5]decane 2,2-dioxide"
508,508,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-l-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-imino-2-thia-7-azaspiro[4.5]decane 2- oxide"
509,509,"4-(4-(2,2-difluoro-7-azaspiro[4.5]decan-7-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol"
510,510,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H- pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-7-azaspiro[4.5]decan-2-ol"
511,511,"((3S,7aS)-7a-(((7-(8-cthyl-7-fhioro-3-liydroxyiiaphthaleii-1-yl)-8-fluoro-4-((R)-3-hydroxy-3- methylpiperidin-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3- yl)methyl morpholine-4-carboxylate"
512,512,"((3R,7aS)-7a-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-4-((R)-3-hydroxy-3- methylpiperidin-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3- yl)methyl dimethylcarbamate"
513,513,"6-(2-((1-((dimethylamino)methyl)cyclopropyl)methoxy)-7-(8-ethyl-7-fluoro-3- hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one"
514,514,"(R)-1-(7-(7,8-difluoro-3-hydroxynaphthalen- 1 -yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol"
515,515,"(R) -7-(7-(8-chloro-7-fIuoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrlmidin-4-yl)-2-thia-1,3,7- triazaspiro[4.5]decane2,2-dioxide"
516,516,"(S)-7-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-1,3,7- triazaspiro [4.5]decane2,2-dioxide"
517,517,"(R)-1-(7-(3-chloro-2-cyclopropyl-5-hydroxyphenyl)-2-((l- ((dimethylamino)methyl)cyclopropyl)methoxy)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-3- methylpiperidin-3-ol"
518,518,"6-(7-(3-chloro-2-cyclopropyl-5-hydroxyphenyl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin- 7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one"
519,519,"5-(7-(3-chloro-2-cyclopropyl-5-hydroxyphenyl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)tetrahydropyrrolo[3,4-c]pyrrole-1,3(2H,3aH)-dione"
520,520,"(3R)- 1 -(7-(5 ,6-dimethy 1- 1H-indazol-4-y l)-2-(( 1 -((dimethy lamino)methy l)cyclopropy l)methoxy)- 8-fluoropyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol"
521,521,"7-(7-(5,6-dimethyl-1H-indazol-4-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-1,3,7-triazaspiro[4.5]decane 2,2-dioxide"
522,522,"4-(7-(5,6-dimethyl-1H-indazol-4-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-methyl-1,4-oxazepan-6-ol"
523,523,"6-(7-(5,6-dimethyl-lII-indazol-4-yl)-8-fluoro-2-((hexahydro-lII-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one"