ID,SMILES,Kd,IC50,erk_IC50,Affinity,CNN_Pose_Score,CNN_Affinity
31678_52,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC(=C21)C#C)O)F)C,0.04,0.6,12,-8.83,0.6963,9.309
31678_53,CN(C1(CCOCC1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F)C,,7158.9,,-10.49,0.7057,9.099
31678_54,ClC=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC1(CCC1)N(C)C)OCC12CCCN2CCC1)F,,79.3,16666.7,-11.05,0.7851,9.31
31678_55,ClC=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC(C)(N(C)C)C)OCC12CCCN2CCC1)F,,938.2,,-11.18,0.7589,9.094
31678_56,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=C(C(=C21)C#C)F)F)C,,2.6,349.6,-10.48,0.7901,9.536
31678_57,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F)C,,1.1,,-10.97,0.7441,9.577
31678_58,CN(C1(CCC1)CN(C=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F)C)C,,9092.3,,-9.7,0.6154,8.986
31678_59,FC1=C(N=CC2=C1N=C(N=C2NCC2(CCC2)NC)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F,,1032.4,,-11.36,0.7696,9.058
31678_60,NC1(CCC1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F,,2118,,-13.33,0.78,9.009
31678_61,CN(C1(CCCC1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F)C,,479.8,,-8.95,0.5865,8.948
31678_62,FC1=C(N=CC2=C1N=C(N=C2NC2CC(C21CCC1)N)OCC12CCCN2CCC1)C1=CC=CC2=CC=CC(=C12)F,,202.7,,-10.44,0.5955,8.856
646_1,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=CC2=CC=CC=C12)O,110.2,48.9,2349,-10.18,0.8088,8.557
646_2,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=CC=CC(=C12)Cl,163.2,266.5,16085,-8.38,0.6088,8.243
646_3,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=C2C=NNC2=CC=C1C,6365.7,1315.4,,-9.49,0.804,8.489
646_8,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,5.5,12570,-9.74,0.7681,8.581
646_9,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CC(C2)F)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,3.1,1656,-9.81,0.6878,8.841
646_10,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,1.1,738,-8.73,0.6826,8.861
646_11,[C@H]12CN(C[C@H](CC1)N2)C3=NC(=NC4=C3CCN(C4)C5=CC=CC6=CC=CC(=C56)C7CC7)OC[C@@]89CCCN8C[C@@H](C9)F,,19.8,16667,-10.68,0.5945,8.682
646_12,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC=CC2=CC=C(C(=C12)Cl)Cl,,344.8,,-9.43,0.5991,8.79
646_13,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(N(C)C)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,1.3,261,-9.88,0.6423,8.727
646_14,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC(=CC2=CC=CC(=C12)CC)O,,1.1,21,-11.07,0.6765,8.864
646_15,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=C(C=CC=C12)Cl,,7904.6,,-5.18,0.6498,8.254
646_16,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=C(C=CC=C12)F,,1762.9,,-8.82,0.7377,8.281
646_17,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CC(C2)F)CN(CC1)C1=C(C(=CC=C1)Cl)C1CC1,,29.5,16667,-7.38,0.6272,8.514
646_19,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC=CC2=CC=C(C(=C12)CC)F,,1.8,324,-10.5,0.7037,8.825
646_20,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CC(C2)F)CN(CC1)C1=CC=CC2=CC=C(C(=C12)CC)F,,2.8,539,-10.37,0.7761,9.144
646_21,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(NC)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)C,,12.3,,-9.2,0.6306,8.387
646_22,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC)CN(CC1)C1=CC=CC2=CC=CC(=C12)C,302195.6,7862.6,,-10.15,0.7404,8.108
646_23,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)CF)CN(CC1)C1=CC(=CC2=CC=CC(=C12)CC)O,,1.1,119,-9.23,0.5892,8.714
646_24,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=C(C2=CC=CC=C12)Cl)O,37.7,1362.6,16667,-9.1,0.7023,8.619
646_25,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=C(C(=C(C2=CC=CC=C12)F)O)F,846.8,6788.2,,-9.18,0.6486,8.674
646_26,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC(C)[C@H]2NCCC2)CN(CC1)C1=CC(=C(C2=CC=CC=C12)Cl)O,325.1,,16667,-7.17,0.5283,8.233
646_27,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2NCCC2)CN(CC1)C1=CC(=C(C2=CC=CC=C12)Cl)O,91.3,1601.7,11111,-10.83,0.6506,8.509
646_28,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=CC2=CC=CC(=C12)Cl)O,1000000,1.2,361,-2.55,0.4963,5.865
646_29,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC=CC2=CC=CC(=C12)Cl,6.3,2.5,4053,-8.95,0.5637,8.391
646_30,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CN=CC2=CC=CC(=C12)Cl,87.1,16.8,2611,-8.6,0.5455,8.588
646_31,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC(=CC2=CC=CC=C12)O,0.8,3.8,1611,-10.56,0.6282,8.433
646_32,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(N(C)C)=O)CN(CC1)C1=C(C=CC=C1)C(C)C,,1170.4,,-9.58,0.5746,8.515
646_33,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(N(C)C)=O)CN(CC1)C1=C(C(=CC=C1)Cl)C1CC1,,50.2,5556,-9.16,0.5951,8.664
646_34,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(NC)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)F,,111.4,3909,-9.16,0.6282,8.537
646_35,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1CC(C2=CC=CC=C12)O,569626.2,10000,,-6.8,0.5573,7.548
646_36,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1CC(C2=CC=CC=C12)OC,24285.7,10000,,-5.61,0.5679,6.029
646_37,CO[C@H]1[C@H]2CN(C[C@@H](C1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=CC2=CC=CC=C12)O,12793.7,88.1,3849,-9.46,0.6219,8.522
646_38,C1([H])([C@H]2CN(C[C@@H](C1)N2)C3=NC(=NC4=C3CCN(C4)C5=CC(=CC6=CC=CC=C56)O)OC[C@H]7N(CCC7)C)[F],2338.1,73.5,5004,-10.08,0.7638,8.562
646_39,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1C[C@H]2C[C@H]([C@@H](C1)N2)CCN)OC[C@H]2N(CCC2)C,,2694.4,,-6,0.6406,6.768
646_40,ClC2=C1C(=CC=CC1=CC=C2)N7CC3=C(C(=NC(=N3)OC[C@H]4N(CCC4)C)N5C[C@H]6C[C@H]([C@@H](C5)N6)CC#N)CC7,957.1,63.9,16667,-2.96,0.5444,6.204
646_41,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1CC2CC(C(C1)N2)(O)C(F)F)OC[C@H]2N(CCC2)C,,3128.4,,-4.62,0.4118,5.919
646_42,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1CC2(CCC(C1)N2)CC#N)OC[C@H]2N(CCC2)C,,1799,,-4.96,0.6916,8.648
646_43,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1C[C@H]2C[C@H]([C@@H](C1)N2)OC)OCC21CCCN1CC(C2)F,57.6,90.1,16667,-10.24,0.528,8.392
646_44,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1CC2CC(C(C1)N2)F)OCC21CCCN1CC(C2)F,43.9,43.5,9030,-7.37,0.5975,8.64
646_45,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1C[C@H]2C[C@H]([C@@H](C1)N2)O)OCC21CCCN1CC(C2)F,1.9,2.6,1361,-9.62,0.8179,8.83
646_46,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CC(C2)F)CN(CC1)C1=CC=CC2=CC=CC(=C12)Cl,,4.4,4570,-9.35,0.6738,8.615
646_47,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CC(C2)F)CN(CC1)C1=CC(=CC2=CC=CC=C12)O,,1,537,-11.41,0.6809,8.5
646_48,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CC(C2)F)CN(CC1)C1=C(C(=CC=C1)Cl)C(F)(F)F,,5.5,5223,-10.65,0.6365,8.52
646_51,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CC(C2)F)CN(CC1)C1=CC=CC2=CC=CC(=C12)C(F)(F)F,,16.9,16667,-11.48,0.706,8.84
646_52,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=CC=CC(=C12)C,250128.2,361.4,14931,-10.43,0.7789,8.552
646_53,C(C1=CC=CC=C1)N1CC=2N=C(N=C(C2CC1=O)N1C[C@H]2CC[C@@H](C1)N2)OC[C@H]2N(CCC2)C,1000000,5259,,-4.52,0.5503,5.823
646_57,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CN=CC2=CC=CC=C12,98461.5,10000,,-9.77,0.7907,8.474
646_58,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CN=CC2=CC=CC(=C12)Cl,438.1,282.9,16667,-8.55,0.6171,8.55
646_59,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=NC(=NC2=CC=CC=C12)N,597845.6,7500,,-9.42,0.7107,8.482
646_60,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=NC(=CC2=CC=CC=C12)N,,10000,,-9.88,0.7973,8.555
646_61,CC12CN(CC(CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=CC2=CC=CC=C12)O,175.5,184.3,6876,-6.71,0.6043,8.293
646_62,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC=CC2=CC=C(C(=C12)Cl)F,8.1,1,1936,-11.55,0.7176,8.745
646_63,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=C(C(=CC=C1)Cl)C(F)(F)F,12.3,5.1,6581,-10.18,0.6412,8.619
646_64,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=C(C(=CC=C1)C)C(F)(F)F,67.3,13,16667,-9.85,0.6482,8.651
646_65,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=CC=C(C(=C12)Cl)F,18.2,15.2,16667,-9.17,0.6902,8.569
646_66,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(N(CC)CC)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,4.6,2209,-10.13,0.5663,8.649
646_67,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)CC2N(CCS(C2)(=O)=O)C(=O)[O-])CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,1.5,150,-7.8,0.4634,8.371
646_68,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(N(C)OC)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,5.9,1332,-9.68,0.549,8.511
646_69,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=C(C2=CC=CC=C12)C)O,38443.4,10000,,-9.67,0.7198,8.565
646_70,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=CC=CC=C12,2100,1118.9,,-10.23,0.8208,8.265
646_71,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC=2CCCCC12,4217.1,1780,,-9.28,0.5971,8.278
646_72,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=CC=C(C=C12)F,922.5,226.3,16667,-9.95,0.787,8.4
646_73,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=CC=CC(=C12)F,3161.7,1101,,-10.62,0.843,8.58
646_74,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=C(C2=CC=CC(=C12)Cl)Br,41604.3,10000,,-6.69,0.7602,8.762
646_75,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=C(C=CC=C1C(F)(F)F)F,170483.5,10000,16667,-9.2,0.7843,8.554
646_76,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=C(C(=CC=C1F)F)C(F)F,97014.9,10000,16667,-8.84,0.6534,8.435
646_77,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=C(C=CC=C1F)O,264294.8,10000,,-9.28,0.6287,8.249
646_78,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=C(C=CC2=CC=CC=C12)O,51441.4,10000,,-9.84,0.6918,8.331
646_79,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C=1C=CC=C2C=CC=C(C12)CCCO,1863,485.5,,-9.21,0.7008,8.659
646_80,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C=1C=CC=C2C=CC=C(C12)CCC#N,616.7,,11111,-9.23,0.686,8.768
646_81,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=CC=CC(=C12)CCCC,,710.2,,-8.46,0.6455,8.65
646_82,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC=2CCCC(C12)C,149.5,61,,-9.94,0.6489,8.496
646_83,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C=1C=CC=C2C=CC=C(C12)CCCC#N,19926.5,6565.8,,-5.86,0.6705,8.72
646_84,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C=1C=CC=C2C=CC=C(C12)CCCCO,8709.7,3688.9,,-7.55,0.6933,8.714
646_85,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C=1C=CC=C2CCCC(C12)CC#N,1509.8,,,-4.73,0.5077,8.355
646_86,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1C[C@H]2C[C@H]([C@@H](C1)N2)O)OCCC(F)(F)F,33232.2,2900.3,,-9.3,0.6852,8.315
646_91,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1C[C@H]2CC([C@@H](C1)N2)CCO)OC[C@H]2N(CCC2)C,176.1,78.4,16667,-8.91,0.6782,8.686
646_92,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1C[C@H]2C[C@H]([C@@H](C1)N2)C#N)OC[C@H]2N(CCC2)C,,5489.7,,-10.14,0.8514,8.928
646_97,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@@]23CCCN3[C@H](CC2)COC(=O)N2CCOCC2)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,1.2,187,-8.95,0.4842,8.452
646_98,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@@]23CCCN3[C@H](CC2)COC(=O)N2CCOCC2)CN(CC1)C1=CC=CC2=CC=C(C(=C12)CC)F,,0.7,50,-9.89,0.6727,8.918
646_99,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@@]23CCCN3[C@H](CC2)COC(=O)N2CCCC2)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,2.7,559,-8.12,0.5591,8.516
646_100,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(NC)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)Cl,,9.7,1311,-9.14,0.6242,8.535
646_101,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=C2CCC(C2=CC=C1)(F)F,,2485.2,,-6.63,0.441,8.02
646_102,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=C2C(CCC2=CC=C1)C1CC1,,654.1,,-5.02,0.5495,6.461
646_103,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)CO)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,3.9,6216,-9.5,0.7042,8.86
646_104,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=C2CCCC2=CC=C1,,755.6,,-3.49,0.502,5.589
646_105,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(=O)N2C[C@H](CC2)O)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,2.3,561,-7.36,0.5211,8.483
646_106,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(=O)N2C[C@@H](CC2)OC)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,7.2,5110,-9.09,0.5709,8.696
646_107,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@@]23CCCN3[C@@H](CC2)OC(N(CC)CCO)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,2,408,-9.5,0.5797,8.516
646_108,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@@]23CCCN3[C@@H](CC2)OC(N(CCOC)C)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,2,585,-3.16,0.4352,6.589
646_109,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=C(C2=CC=CC=C12)Br)O,20.8,5.5,663,-7.92,0.6756,8.555
